arabic,arabic_romanization,hebrew,hebrew_romanization,layers
وليد,walīd,יליד,yalíd,direct_cognate_ar→he;direct_cognate_he→ar
وهب,wahaba,יהב,y'háv,direct_cognate_ar→he
ويبة,wayba,איפה,efó,shared_borrowing_source
ويسكي,wiskī,ויסקי,víski,shared_borrowing_source
يؤيؤ,yuʔyuʔ,איה,ayé,direct_cognate_ar→he
يئس,yaʔisa,התייאש,hitya'ésh,direct_cognate_he→ar
يئس,yaʔisa,ייאש,ye'ésh,direct_cognate_he→ar
يابسة,yābisa,יבשה,yabashá,direct_cognate_ar→he
ياقوت,yāqūt,יקינתון,yakintón,shared_borrowing_source
يبس,yabisa,יבש,yavésh,direct_cognate_ar→he
يتيم,yatīm,יתום,yatóm,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
يخت,yaḵt,יאכטה,yákhta,shared_borrowing_source
يد,yad,יד,yád,shared_proto_semitic_root
يد,yad,ידה,yadá,shared_proto_semitic_root
يربوع,yarbūʕ,עכבר,akhbár,direct_cognate_ar→he
يسر,yasura,אושר,'ósher,direct_cognate_he→ar
يسوع,yasūʕ,ישוע,yeshúa,direct_cognate_he→ar
يسير,yasīr,ישר,yashár,direct_cognate_ar→he;direct_cognate_he→ar
يشب,yašb,ישפה,yošp̄e,direct_cognate_ar→he
يشم,yašm,ישפה,yošp̄e,direct_cognate_he→ar
يعني,yaʕnī,יען,ya'en,direct_cognate_ar→he
يم,yamm,ים,yam,direct_cognate_ar→he
يمين,yamīn,ימין,yamín,shared_proto_semitic_root
يناير,yanāyir,ינואר,yánuar,shared_borrowing_source
يود,yūd,יוד,yod,shared_borrowing_source
يورانيوم,yurānyum,אורניום,urányum,shared_borrowing_source
يوليو,yūlyū,יולי,yúli,shared_borrowing_source
يوم,yawm,יום,yom,direct_cognate_he→ar;shared_proto_semitic_root
يونيو,yūnyū,יוני,yúni,shared_borrowing_source
